pos	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T
3707	0	0	6	0	0	0	746	1	3	3	1205	4	0	0	12	0	4	1	7981	11	0	0	6	0	0	0	20	0	0	0	3	0	0	0	981	0	1	2	1404	4	2	1	1369	7	1	0	532	3	0	0	192	0	0	0	171	0
3708	0	6	0	0	1	745	0	1	4	1210	4	2	0	13	0	0	2	7991	2	3	0	6	0	0	0	20	0	0	0	3	0	0	0	974	2	0	0	1416	1	1	2	1380	2	1	0	532	0	1	0	193	1	0	1	174	0	0
3709	0	0	0	6	0	0	2	743	1	0	1	1214	0	0	0	15	1	0	0	7996	0	0	0	6	0	1	0	18	0	0	0	3	1	0	0	976	0	3	0	1412	2	1	0	1383	0	1	0	536	0	0	1	197	0	1	2	173
3710	0	0	6	0	0	0	738	0	2	0	1217	4	0	0	15	0	3	1	7988	5	0	0	6	0	0	0	19	0	0	0	3	0	0	0	968	2	0	2	1400	3	1	0	1371	4	0	1	535	1	0	1	194	3	0	0	173	1
3711	0	6	0	0	0	734	0	0	2	1217	0	0	0	15	0	0	8	7987	1	0	0	6	0	0	0	19	0	1	0	3	0	0	1	970	1	1	5	1396	1	1	3	1373	2	1	1	530	0	1	0	194	2	0	2	170	1	2
3712	1	0	0	6	0	0	0	736	1	0	1	1216	0	0	0	15	0	2	2	7994	0	0	0	6	0	0	0	20	0	0	0	3	0	0	1	974	0	0	1	1402	0	2	0	1378	0	0	2	529	0	0	1	201	0	0	2	175
3713	0	0	6	1	0	0	728	2	1	0	1218	4	0	0	15	0	2	0	7992	4	0	0	6	0	0	0	20	0	1	0	2	0	0	0	974	1	1	3	1401	0	1	2	1365	3	1	2	523	0	0	0	205	0	0	2	182	0
3714	7	0	0	0	724	1	0	1	1234	1	1	1	16	0	0	0	7993	0	2	3	6	0	0	0	20	0	0	0	2	1	0	0	978	2	1	1	1415	3	1	0	1368	2	1	3	519	2	3	0	205	1	0	2	178	1	1	1
3715	6	1	0	0	724	1	2	1	1228	4	0	4	16	0	0	0	7991	2	3	2	6	0	0	0	19	0	0	1	3	0	0	0	971	2	1	3	1416	2	0	4	1370	0	2	2	522	3	1	2	213	0	0	0	180	0	0	1
3716	0	7	0	0	3	725	0	0	4	1232	1	0	0	16	0	0	5	7989	3	1	0	6	0	0	0	20	0	0	0	3	0	0	3	971	3	0	5	1413	0	3	3	1365	3	2	5	522	0	1	1	212	1	0	1	181	1	0
3717	0	0	6	0	0	1	724	1	0	2	1220	5	0	0	16	0	0	4	7987	7	0	0	6	0	0	0	20	0	0	0	3	0	5	0	958	5	3	4	1405	3	2	5	1352	5	2	3	525	1	2	1	207	6	0	1	181	1
3718	0	6	0	0	4	725	1	1	5	1212	5	3	0	17	0	0	6	7988	4	0	0	6	0	0	0	19	0	0	0	3	0	0	3	960	0	2	9	1400	2	1	5	1356	0	2	1	522	1	1	2	213	1	0	1	182	0	0
3719	0	6	0	0	0	732	0	1	2	1225	0	1	0	15	0	0	7	7989	0	2	0	7	0	0	0	19	0	0	0	3	0	0	1	961	0	3	2	1412	0	2	0	1356	0	1	1	521	1	0	1	219	0	0	0	182	1	0
3720	0	5	1	0	2	733	1	0	3	1228	0	0	0	15	0	0	4	7990	1	3	0	7	0	0	0	19	0	0	0	2	0	1	0	960	0	1	2	1416	1	2	2	1347	2	0	0	526	0	0	1	220	0	1	1	180	0	1
3721	0	0	0	6	1	0	0	739	0	1	2	1230	0	0	0	15	1	1	0	7996	0	0	0	7	0	0	0	19	0	0	0	3	0	1	0	958	1	1	0	1427	0	4	3	1345	0	2	1	525	0	1	0	219	0	1	0	184
3722	0	6	0	0	0	738	0	0	3	1228	2	1	0	15	0	0	7	7991	0	0	0	7	0	0	0	20	0	0	0	3	0	0	1	965	1	2	2	1423	1	0	1	1356	0	2	1	524	0	2	0	222	0	2	1	183	0	3
3723	0	0	0	6	0	0	0	742	0	1	0	1231	0	0	0	15	1	2	1	7994	0	0	0	6	0	0	0	20	0	0	0	3	0	0	1	975	2	0	1	1416	1	2	2	1353	0	0	0	528	0	0	1	229	0	2	0	187
3724	0	0	0	6	0	0	0	736	0	0	0	1230	0	0	0	15	4	3	0	7990	0	0	0	6	0	0	0	20	0	0	0	3	0	0	0	972	1	0	0	1413	0	2	0	1346	0	0	0	527	0	0	0	228	0	0	1	185
3725	7	0	0	0	730	2	1	1	1227	1	1	0	15	0	0	0	7990	0	2	5	7	0	0	0	20	0	0	0	3	0	0	0	974	0	0	1	1405	0	0	4	1342	0	0	1	518	2	0	1	224	0	0	3	185	1	0	1
3726	7	0	0	0	727	1	2	3	1220	0	0	1	16	0	0	0	7992	2	3	1	7	0	0	0	21	0	0	0	3	0	0	0	969	1	1	3	1400	2	1	0	1335	3	0	1	527	1	0	0	228	0	0	0	184	0	0	1
3727	0	0	7	0	2	0	725	0	2	0	1215	1	0	0	16	0	3	0	7992	2	0	0	8	0	0	0	21	0	0	0	3	0	0	0	958	2	2	0	1408	1	1	0	1341	2	2	0	526	1	0	0	229	0	2	0	185	0
3728	0	0	7	0	0	1	727	0	2	0	1221	3	0	0	16	0	1	2	7991	4	0	0	8	0	0	0	21	0	1	0	2	0	0	0	960	1	0	0	1405	3	1	2	1338	1	1	0	524	2	0	1	223	2	0	0	187	1
3729	7	0	0	0	717	1	1	2	1236	2	2	2	15	0	0	0	7988	0	6	4	7	0	0	0	21	0	0	0	3	0	0	0	957	0	1	0	1408	1	1	1	1337	5	1	1	523	0	2	1	228	1	0	0	193	0	1	0
3730	0	0	0	7	1	1	1	716	3	1	2	1240	0	0	0	15	0	0	1	7996	0	0	0	7	0	0	0	21	0	0	0	3	1	0	2	953	1	1	2	1414	0	3	1	1347	0	0	2	525	0	0	0	230	0	0	0	195
3731	6	0	0	0	714	0	0	0	1240	3	0	1	15	0	0	0	7989	2	4	3	7	0	0	0	19	0	0	0	3	0	0	0	956	0	1	0	1402	0	0	1	1343	1	0	2	530	0	0	2	232	1	0	0	195	0	0	1
3732	0	0	0	6	0	0	1	709	2	1	1	1236	0	0	0	15	2	0	0	7996	0	0	0	7	1	0	0	18	0	0	0	3	1	0	1	957	1	2	2	1399	1	2	0	1344	0	0	0	526	0	1	2	230	1	1	0	197
3733	0	0	0	6	0	0	0	713	2	1	1	1233	0	0	0	15	3	1	3	7990	0	0	0	7	0	0	0	19	0	0	0	4	0	1	0	954	0	1	0	1397	0	0	1	1340	0	2	1	518	0	1	1	232	0	0	0	203
3734	0	6	0	0	3	698	0	4	4	1230	1	2	0	16	0	0	7	7985	3	3	0	7	0	0	0	19	0	0	0	3	0	1	3	947	1	2	6	1385	1	1	4	1330	0	2	0	526	0	2	0	236	0	1	0	204	0	1
3735	0	0	6	0	0	1	699	0	1	1	1222	0	0	0	16	0	3	0	7990	5	0	0	7	0	0	0	19	0	0	0	4	0	0	0	958	2	1	2	1398	3	3	2	1331	2	1	0	526	1	2	1	228	3	1	0	200	2
3736	0	6	0	0	1	697	0	0	2	1217	0	1	0	13	0	0	2	7994	1	1	0	7	0	0	0	19	0	0	0	4	0	0	1	961	0	0	1	1400	1	0	2	1343	0	0	2	531	0	0	0	235	0	0	1	207	0	1
3737	0	0	6	0	4	0	700	2	0	4	1228	1	0	0	13	0	2	1	7989	6	0	0	7	0	0	0	21	0	0	0	4	0	0	1	970	3	2	0	1414	4	1	1	1351	3	0	0	535	2	0	0	234	4	0	1	213	1
3738	6	0	0	0	705	1	1	2	1238	1	2	1	13	0	0	0	7984	0	8	6	7	0	0	0	19	0	2	0	4	0	0	0	968	3	0	1	1407	5	3	1	1366	2	3	1	530	0	2	1	243	0	0	1	210	2	1	1
3739	0	0	0	6	0	1	1	713	0	0	1	1245	0	0	0	13	3	1	1	7993	0	0	0	7	0	0	0	21	0	0	0	4	0	0	1	969	1	1	1	1410	0	0	0	1367	1	0	1	529	0	0	0	249	0	1	0	214
3740	1	0	5	0	0	0	713	1	1	0	1243	1	0	0	13	0	4	1	7985	8	0	0	7	0	0	0	21	0	0	0	4	0	2	0	975	2	1	1	1403	2	2	3	1356	4	0	0	527	4	0	0	252	1	1	1	215	0
3741	6	0	0	0	708	1	2	0	1241	0	1	1	14	0	0	0	7997	0	1	0	7	0	0	0	20	0	0	0	4	0	0	0	983	1	0	0	1410	1	3	0	1358	0	0	0	529	0	1	0	252	1	0	0	219	0	0	1
3742	0	0	6	0	0	3	712	0	1	2	1241	1	0	0	14	0	3	1	7991	3	0	0	7	0	0	0	20	0	0	0	4	0	2	0	984	0	1	1	1406	2	0	0	1348	2	1	0	529	0	0	2	249	1	0	0	221	1
3743	0	0	0	6	8	0	3	705	5	9	6	1221	0	0	0	14	23	7	25	7943	0	0	0	7	0	0	0	20	0	0	0	4	12	5	6	962	15	7	11	1363	12	4	13	1326	6	2	10	512	2	0	7	242	1	2	5	214
3744	6	0	0	0	714	0	0	1	1241	1	0	0	14	0	0	0	7997	1	0	0	7	0	0	0	20	0	0	0	4	0	0	0	971	0	1	0	1398	0	3	2	1344	1	0	1	534	1	0	1	247	1	1	0	225	0	0	0
3745	0	0	0	6	1	0	0	714	0	0	3	1236	0	0	0	14	2	0	0	7996	0	0	0	7	0	0	0	20	0	0	0	4	2	0	0	963	0	0	1	1401	1	0	0	1342	0	0	0	535	0	0	1	248	0	0	0	222
3746	6	0	0	0	721	0	0	0	1241	1	0	1	14	0	0	0	7996	0	1	0	7	0	0	0	19	1	0	0	4	0	0	0	963	0	0	0	1392	1	2	0	1347	0	1	0	535	0	0	1	247	0	1	0	218	0	0	0
3747	6	0	0	0	722	0	0	1	1237	1	0	0	14	0	0	0	7995	1	0	1	7	0	0	0	19	0	0	0	4	0	0	0	963	0	0	0	1393	1	0	3	1341	1	1	0	534	0	0	0	246	0	0	0	217	0	0	0
3748	0	0	0	6	2	0	0	718	1	0	3	1237	0	0	0	14	4	1	0	7991	0	0	0	7	0	0	0	19	0	0	0	4	0	0	0	962	0	1	0	1401	1	0	2	1349	0	0	2	536	1	0	1	242	1	0	1	218
3749	0	0	0	6	1	0	0	717	2	2	1	1241	0	0	0	14	1	1	0	7996	0	0	0	7	0	0	0	20	0	0	0	4	0	0	0	965	2	0	0	1412	1	0	0	1359	0	0	0	540	0	0	0	245	0	0	0	222
3750	5	0	0	1	690	7	4	7	1214	8	8	10	14	0	0	0	7941	28	6	23	6	0	0	1	19	1	0	0	3	1	0	0	944	7	8	11	1372	9	11	15	1324	14	6	14	522	8	1	8	226	11	1	5	206	8	4	10
3751	0	6	0	0	1	706	1	2	4	1230	2	0	0	14	0	0	9	7984	3	0	0	7	0	0	0	19	0	0	0	4	0	0	1	960	0	1	2	1405	0	0	4	1357	0	1	4	538	2	0	2	242	1	1	1	226	0	0
3752	0	6	0	0	1	710	0	0	3	1228	0	1	0	14	0	0	10	7983	0	5	0	7	0	0	0	18	0	0	0	4	0	0	1	959	1	1	3	1397	1	0	3	1362	3	0	3	536	2	0	0	243	1	0	0	227	2	1
3753	0	6	0	0	2	710	0	1	3	1225	0	1	0	14	0	0	6	7989	0	3	0	7	0	0	0	18	0	0	0	4	0	0	3	958	1	0	1	1400	1	1	5	1358	0	2	2	538	0	1	0	247	1	0	1	234	0	0
3754	0	6	0	0	3	706	0	0	1	1227	1	0	0	13	0	0	5	7989	0	4	0	7	0	0	0	18	0	0	0	4	0	0	0	963	0	1	2	1402	0	0	1	1358	1	0	0	536	0	0	2	250	0	1	0	237	0	0
3755	7	0	0	0	710	1	0	0	1230	1	2	0	13	0	0	0	7992	3	1	1	7	0	0	0	18	0	0	0	4	0	0	0	960	2	0	0	1408	1	0	1	1362	0	0	0	536	1	0	0	248	1	0	1	238	0	0	0
3756	7	0	0	0	706	1	0	1	1236	0	0	0	13	0	0	0	7995	1	1	1	7	0	0	0	18	0	0	0	4	0	0	0	963	0	0	1	1402	0	0	0	1363	0	0	0	525	1	0	0	254	0	0	0	242	0	0	0
3757	7	0	0	0	705	0	1	0	1235	0	0	1	14	0	0	0	7992	1	0	4	7	0	0	0	18	0	0	0	4	0	0	0	961	0	0	0	1397	1	1	0	1357	0	0	0	526	0	1	0	257	0	0	1	237	2	0	0
3758	7	0	0	0	701	2	0	0	1238	4	1	0	15	1	0	0	7995	2	0	0	7	0	0	0	18	0	0	0	4	0	0	0	959	1	1	1	1394	1	0	0	1354	0	0	0	529	0	1	1	264	1	0	0	241	0	0	0
3759	7	0	0	0	702	0	1	0	1239	0	1	1	16	0	0	0	7992	0	3	2	8	0	0	0	18	0	0	0	5	0	0	0	958	0	0	1	1404	1	0	2	1359	0	1	1	542	1	0	0	266	0	0	0	241	1	0	0
3760	0	0	7	0	0	0	701	1	2	1	1244	4	0	0	16	0	2	1	7989	5	0	0	7	0	0	0	17	0	0	0	5	0	2	0	961	1	2	1	1406	3	2	2	1368	0	0	1	550	0	0	0	264	4	1	1	239	1
3761	7	0	0	0	700	2	0	0	1250	0	2	2	16	0	0	0	7985	3	9	1	7	0	0	0	17	0	0	0	5	0	0	0	969	2	1	0	1417	2	0	1	1368	2	1	1	540	2	2	0	266	1	1	0	242	0	1	0
3762	7	0	0	0	703	1	0	0	1249	0	0	2	16	0	0	0	7993	1	1	3	7	0	0	0	16	0	0	1	5	0	0	0	972	1	0	1	1425	0	0	1	1378	0	0	0	551	1	0	0	269	0	1	0	246	1	0	0
3763	7	0	0	0	704	0	0	0	1249	1	1	1	16	0	0	0	7995	0	1	1	7	0	0	0	16	0	0	0	5	0	0	0	979	0	0	0	1429	1	1	1	1382	1	0	0	550	1	1	1	266	0	2	0	250	0	0	0
3764	0	0	6	1	0	0	696	3	2	5	1242	6	0	0	16	0	1	1	7986	10	0	0	7	1	0	0	16	0	0	0	4	0	2	0	975	0	4	1	1429	2	1	1	1378	4	1	0	550	3	1	3	258	3	0	1	246	4
3765	0	0	7	0	0	0	699	1	3	0	1247	2	0	0	16	0	1	0	7992	5	0	0	8	0	0	0	16	0	0	0	4	0	0	1	975	0	0	0	1423	0	0	0	1383	1	0	0	559	2	0	1	266	0	1	0	254	0
3766	0	0	0	7	18	9	7	675	17	10	16	1218	1	0	0	15	67	7	44	7879	0	0	0	7	1	1	0	14	0	0	0	4	20	11	9	943	34	10	15	1365	16	4	14	1346	18	10	26	512	6	5	3	255	3	5	5	246
3767	7	0	0	0	707	0	0	1	1250	0	2	2	16	0	0	0	7907	2	0	2	7	0	0	0	16	1	0	0	4	0	0	0	984	0	2	0	1429	1	1	0	1373	0	1	0	561	0	2	0	266	0	0	1	254	1	0	2
3768	0	0	0	7	1	0	0	706	0	0	0	1260	0	0	0	16	2	2	5	7827	0	0	0	7	0	0	0	17	0	0	0	4	0	0	1	985	0	1	2	1419	1	0	0	1373	0	1	2	559	0	0	0	268	0	0	0	257
3769	0	0	0	7	1	0	2	710	1	3	0	1257	0	0	0	18	5	2	4	7806	0	0	0	7	0	0	0	17	0	0	0	5	0	0	0	993	2	1	4	1417	1	0	0	1381	0	1	0	565	0	1	0	269	0	2	1	257
3770	7	0	0	0	715	0	1	0	1256	1	3	0	17	0	0	0	7746	0	1	1	7	0	0	0	17	0	0	0	5	0	0	0	1008	0	1	2	1429	1	0	1	1380	0	1	2	571	0	1	0	269	0	0	0	258	0	0	0
3771	7	0	0	0	714	1	0	0	1252	1	1	1	16	0	0	0	7798	0	1	4	7	0	0	0	17	0	0	0	5	0	0	0	1004	1	1	1	1426	0	0	1	1381	0	0	1	572	0	0	0	272	0	0	1	256	1	0	0
3772	0	0	7	0	0	0	713	0	1	2	1249	1	0	0	16	0	2	1	7801	6	0	0	7	0	0	0	17	0	0	0	5	0	3	0	1007	1	0	0	1433	0	1	0	1384	2	0	0	570	0	0	0	272	0	0	0	254	0
3773	0	0	7	0	2	1	713	0	2	0	1257	0	0	0	16	0	3	1	7768	6	0	0	8	0	0	0	17	0	0	0	5	0	2	0	1012	1	0	0	1441	1	1	0	1380	1	0	1	573	0	0	0	272	0	1	0	252	1
3774	7	0	0	0	711	0	3	0	1251	1	0	2	17	0	0	0	7825	0	4	1	8	0	0	0	16	0	0	0	5	0	0	0	1009	1	1	1	1428	2	2	1	1373	1	1	4	579	2	1	1	270	1	2	0	250	0	2	2
3775	0	0	0	7	2	1	1	717	2	0	0	1250	0	0	1	16	1	2	1	7788	0	0	0	8	1	0	0	16	0	0	0	5	1	3	1	1006	0	3	5	1418	3	1	5	1365	1	1	1	574	1	0	3	264	0	0	1	251
3776	0	0	7	0	0	0	723	0	2	0	1248	0	0	0	18	0	4	1	7804	5	0	0	8	0	0	0	17	0	0	0	5	0	1	1	1010	0	2	1	1428	1	1	0	1369	1	0	0	577	0	1	0	264	3	1	0	251	0
3777	6	0	0	0	722	1	1	0	1245	1	0	2	18	0	0	0	7756	0	3	7	8	0	0	0	18	0	0	0	5	0	0	0	1009	1	2	1	1431	1	1	1	1363	0	2	1	575	1	4	1	265	1	1	1	250	0	1	2
3778	0	0	6	0	0	0	719	1	2	0	1238	0	0	0	18	0	2	1	7691	4	0	0	8	0	0	0	18	0	0	0	5	0	1	0	1015	0	4	0	1433	0	1	0	1367	1	0	1	583	0	1	0	265	0	0	1	249	1
3779	0	0	0	5	8	4	7	697	6	3	10	1217	0	0	0	18	22	7	31	7668	0	0	0	8	0	0	0	18	0	0	0	5	8	1	8	999	16	5	14	1401	9	7	17	1334	8	1	14	566	3	1	7	253	5	0	3	243
3780	0	0	5	0	2	0	716	2	1	1	1238	4	0	0	18	0	2	0	7789	4	0	0	7	0	0	0	17	0	0	0	5	0	0	0	1016	2	2	0	1433	1	0	0	1357	4	0	0	591	1	0	0	259	3	0	2	247	2
3781	0	0	0	5	1	0	0	718	2	0	3	1232	1	0	0	16	5	4	4	7799	0	0	0	8	0	0	0	19	0	0	0	5	2	1	1	1015	4	0	3	1420	2	2	2	1355	0	2	2	596	1	0	2	258	0	1	3	249
3782	0	0	0	4	0	0	1	715	0	1	1	1232	0	0	0	17	3	0	4	7774	0	0	0	8	0	0	1	17	0	0	0	5	3	2	1	1009	2	1	1	1419	0	2	2	1353	1	1	0	603	0	0	0	261	0	1	0	250
3783	0	5	0	0	0	715	0	0	4	1223	3	1	0	17	0	0	6	7815	6	2	0	8	0	0	0	18	0	0	0	5	0	0	0	1018	2	2	0	1423	0	3	0	1352	2	1	2	598	1	0	1	260	0	0	4	249	1	1
3784	5	0	0	0	723	0	0	1	1230	2	1	0	17	0	0	0	7780	1	5	0	8	0	0	0	18	0	0	0	5	0	0	0	1025	0	0	0	1436	0	0	1	1364	0	0	0	613	0	0	0	260	0	0	0	253	1	1	0
3785	6	0	0	0	715	3	0	0	1233	1	0	1	17	0	0	0	7784	3	3	2	9	0	0	0	18	0	0	0	5	0	0	0	1015	2	2	0	1428	0	1	1	1361	4	1	0	613	1	0	0	261	0	2	0	255	0	0	0
3786	0	0	6	0	0	0	723	1	1	0	1233	2	0	0	17	0	4	0	7783	3	0	0	9	0	0	0	18	0	0	0	5	0	1	0	1019	0	0	1	1424	0	3	0	1369	4	0	1	616	1	0	0	261	0	0	0	255	1
3787	6	0	0	0	730	0	0	0	1230	2	0	1	17	0	0	0	7840	2	1	1	9	0	0	0	17	0	0	0	5	0	0	0	1018	0	0	0	1429	1	0	2	1374	1	1	2	614	0	2	0	260	0	1	0	257	0	1	0
3788	0	0	0	6	1	0	1	723	1	0	0	1231	0	0	0	17	2	2	5	7762	0	0	0	9	0	0	0	17	0	0	0	5	1	1	3	1015	0	0	0	1429	0	1	1	1380	1	2	1	615	0	0	0	263	0	3	0	255
3789	0	0	0	6	0	0	0	734	1	0	3	1233	0	0	0	17	2	2	2	7788	0	0	0	9	0	0	0	16	0	0	0	4	0	2	1	1012	0	2	0	1423	0	0	1	1382	0	0	1	618	0	0	0	264	2	0	1	256
3790	0	0	6	0	1	0	723	1	1	0	1230	1	0	0	17	0	4	3	7755	4	0	0	9	0	0	0	16	0	0	0	4	0	0	0	1008	2	1	2	1427	0	2	1	1370	0	1	0	612	2	0	1	261	1	1	0	255	2
3791	0	6	0	0	0	724	4	0	1	1225	1	1	1	17	0	0	3	7818	2	4	1	8	0	0	0	16	0	0	0	4	0	0	0	1011	1	0	1	1425	1	1	0	1365	1	0	0	615	0	0	0	261	1	1	0	257	0	0
3792	0	0	0	7	0	0	0	732	0	1	2	1226	0	0	0	18	3	4	3	7792	0	0	0	9	0	0	0	15	0	0	0	4	0	0	1	1014	1	1	3	1430	1	1	0	1367	2	0	0	617	0	2	1	257	0	1	0	256
3793	0	0	7	0	0	0	737	1	0	1	1221	2	0	0	18	0	5	1	7788	4	0	0	9	0	0	0	15	0	0	0	4	0	1	0	1016	1	0	0	1431	0	0	0	1370	4	1	0	621	0	0	0	262	2	1	0	253	4
3794	0	0	6	0	1	0	732	5	4	1	1216	2	0	0	18	0	6	3	7786	6	0	0	10	0	0	0	15	0	0	0	5	0	3	0	1015	1	2	2	1428	2	0	1	1372	1	0	1	615	2	0	0	265	1	0	0	258	1
3795	6	0	0	0	736	2	2	0	1213	1	0	3	18	0	0	0	7824	0	5	0	10	0	0	0	15	0	0	0	5	0	0	0	1015	0	1	1	1424	2	2	0	1362	1	2	0	616	0	0	0	264	1	0	1	260	2	1	0
3796	0	0	8	1	1	1	742	0	2	2	1208	2	0	0	18	0	4	2	7836	1	0	0	10	0	0	0	16	0	0	0	5	0	1	0	1014	3	0	0	1425	1	1	0	1354	2	2	0	608	1	1	1	263	0	0	1	262	2
3797	0	0	9	0	0	0	739	4	2	3	1204	7	0	1	18	0	5	3	7823	21	0	0	10	0	0	0	16	0	0	0	5	0	2	2	1004	8	4	1	1401	7	1	2	1349	5	0	4	602	6	0	1	259	5	0	0	263	3
3798	0	8	1	0	2	741	1	2	6	1207	2	1	0	19	0	0	9	7764	1	6	1	8	0	1	0	16	0	0	0	5	0	0	1	1021	1	2	5	1417	2	0	2	1352	3	2	3	607	3	0	3	261	0	2	0	268	0	0
3799	0	8	1	0	3	742	1	1	1	1216	2	3	0	19	0	0	6	7779	0	5	1	9	0	0	1	16	0	0	0	5	0	0	3	1026	0	2	0	1424	1	0	0	1366	2	0	0	606	0	3	0	268	0	1	1	262	1	2
3800	0	0	0	9	0	0	1	746	2	0	1	1228	0	0	0	19	1	6	4	7744	0	0	0	9	0	0	0	17	0	0	0	5	0	1	3	1030	1	2	3	1435	1	3	3	1362	0	0	2	607	1	0	0	269	0	0	2	266
3801	0	9	0	0	0	756	0	2	1	1234	0	2	0	19	0	0	3	7769	0	4	0	8	1	0	0	17	0	0	0	5	0	0	2	1022	1	6	1	1441	2	2	6	1369	1	4	4	609	0	1	1	267	0	1	2	263	0	1
3802	0	9	0	0	0	760	0	0	2	1246	0	0	0	18	0	0	2	7783	2	1	0	9	0	0	0	16	0	1	0	5	0	0	2	1032	0	1	2	1447	1	1	1	1379	0	1	0	615	0	0	2	266	0	1	0	266	0	1
3803	9	0	0	0	757	2	1	1	1239	6	6	2	18	0	0	0	7741	3	5	4	9	0	0	0	17	0	0	0	5	0	0	0	1035	2	2	2	1446	7	5	3	1372	6	5	4	615	3	0	4	266	4	0	0	264	2	2	2
3804	0	9	0	0	2	760	1	0	3	1250	0	1	0	18	0	0	9	7741	2	2	0	9	0	0	0	17	0	0	0	5	0	0	0	1044	0	1	1	1468	0	0	1	1392	1	1	0	624	1	1	0	271	0	2	1	266	0	0
3805	0	0	0	9	0	1	1	756	2	0	1	1251	0	0	0	18	2	3	1	7763	0	0	0	9	0	0	0	17	0	0	0	5	0	0	0	1052	2	0	0	1465	0	1	3	1391	0	1	0	623	0	0	0	272	0	0	0	267
3806	9	0	0	0	758	0	1	0	1247	2	1	3	18	0	0	0	7992	2	2	2	9	0	0	0	15	0	0	0	5	0	0	0	1056	0	0	0	1471	0	0	0	1390	1	0	1	619	0	0	0	269	1	0	0	266	0	0	1
3807	0	0	0	9	0	0	1	756	1	0	0	1246	0	0	0	18	1	1	3	7993	0	0	0	9	0	0	0	15	0	0	0	5	0	0	0	1054	1	1	0	1468	0	0	2	1387	0	0	0	624	2	1	1	266	0	0	0	266
3808	0	0	9	0	0	0	770	1	1	0	1252	2	0	0	17	0	0	0	7996	1	0	1	8	0	0	0	22	0	0	0	5	0	3	1	1059	0	1	1	1468	2	1	1	1382	6	0	1	629	1	0	2	263	0	1	0	266	0
3809	9	0	0	0	773	0	0	1	1257	1	0	0	15	0	0	0	7993	1	3	1	9	0	0	0	22	0	0	0	5	0	0	0	1059	0	1	2	1473	0	0	0	1393	1	2	2	635	0	0	0	264	0	0	0	262	0	0	1
3810	9	0	0	0	774	0	0	0	1252	0	1	1	15	0	0	0	7996	0	1	1	9	0	0	0	22	0	0	0	5	0	0	0	1064	0	0	0	1477	0	1	0	1402	0	1	0	635	0	0	0	268	0	0	0	265	0	0	0
3811	10	0	0	0	778	1	0	0	1259	1	1	2	15	0	0	0	7992	1	4	1	9	0	0	0	21	0	0	0	5	0	0	0	1064	0	1	0	1485	1	1	0	1413	0	3	0	643	1	0	1	265	1	0	0	264	0	1	0
3812	0	0	0	9	0	2	2	773	1	2	3	1252	0	0	0	15	2	2	4	7989	0	0	0	9	0	0	0	21	0	0	0	6	0	1	2	1061	1	2	5	1469	1	2	1	1409	2	1	0	640	0	1	1	266	2	1	0	260
3813	0	10	0	0	2	771	1	2	4	1245	2	2	0	15	0	0	5	7991	1	1	0	8	1	0	0	21	0	0	0	6	0	0	3	1053	0	2	2	1472	2	2	2	1410	0	3	4	635	1	1	1	259	0	0	1	258	1	0
3814	0	0	10	0	3	0	778	1	3	0	1239	3	0	0	14	0	2	1	7989	4	0	0	9	0	0	0	22	0	0	0	6	0	1	0	1056	1	0	1	1471	2	3	3	1401	1	0	0	642	1	1	2	253	0	0	0	251	2
3815	0	10	0	0	0	789	1	1	1	1249	1	1	0	15	0	0	6	7990	1	1	1	8	0	0	0	22	0	0	0	6	0	0	1	1066	0	0	2	1480	1	1	3	1414	0	0	1	648	0	0	0	250	0	0	1	252	1	0
3816	0	0	10	0	0	0	793	2	2	1	1250	0	0	0	16	0	7	2	7982	7	1	0	8	0	0	0	22	0	0	0	6	0	0	1	1076	0	1	0	1487	0	1	2	1421	1	0	0	647	2	2	1	242	0	0	0	255	0
3817	0	0	0	10	2	1	1	793	5	2	2	1254	0	0	0	16	9	1	8	7980	0	0	0	9	0	0	0	22	0	0	0	6	1	2	1	1076	4	5	3	1474	3	2	2	1413	1	2	5	645	3	0	2	239	1	0	0	253
3818	10	0	0	0	793	1	0	1	1272	2	0	0	14	1	0	0	7992	0	3	3	9	0	0	0	22	0	0	0	6	0	0	0	1078	2	1	1	1486	0	1	1	1417	0	2	3	657	0	0	0	244	0	0	0	253	0	0	0
3819	0	0	10	0	1	2	793	1	3	4	1265	5	0	0	15	0	6	0	7989	3	0	0	9	0	0	0	22	0	0	0	6	0	2	3	1071	2	10	3	1480	3	11	0	1419	5	2	1	656	1	1	1	243	0	1	1	249	1
3820	10	0	0	0	804	1	1	0	1284	2	0	2	15	0	0	0	7994	0	2	2	9	0	0	0	21	0	1	0	7	0	0	0	1082	3	0	0	1500	4	1	0	1439	0	0	1	664	0	0	0	241	1	0	0	253	0	0	0
3821	0	0	10	0	1	0	803	1	4	6	1275	4	0	0	14	1	2	2	7987	7	1	0	8	0	0	0	22	0	0	0	7	0	8	0	1083	2	7	2	1487	2	2	2	1434	5	2	0	667	1	0	0	240	0	1	3	250	0
3822	0	0	9	1	0	1	803	4	1	3	1286	6	0	0	15	0	1	2	7986	9	0	0	9	0	0	0	21	0	0	0	7	0	0	1	1083	3	1	0	1492	5	2	0	1431	5	3	0	664	1	1	1	235	1	2	1	249	0
